host_timestamp_s,monotonic_s,fields_json
1783534343.800988,700996.187000,"{""t_ms"":51134,""hwm"":256,""cap"":256,""dropped"":164,""dropped_total"":6846,""crc_err"":0,""crc_err_total"":0,""rate1"":432,""rate2"":420,""prod1"":440,""prod2"":426,""sma_state"":0,""m7_us"":51032023,""m4_us"":48457452,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534344.885348,700997.265000,"{""t_ms"":52183,""hwm"":256,""cap"":256,""dropped"":164,""dropped_total"":7010,""crc_err"":0,""crc_err_total"":0,""rate1"":429,""rate2"":424,""prod1"":428,""prod2"":439,""sma_state"":0,""m7_us"":52118913,""m4_us"":49544287,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534345.978734,700998.359000,"{""t_ms"":53234,""hwm"":256,""cap"":256,""dropped"":166,""dropped_total"":7176,""crc_err"":0,""crc_err_total"":0,""rate1"":417,""rate2"":434,""prod1"":428,""prod2"":437,""sma_state"":0,""m7_us"":53207734,""m4_us"":50636192,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534347.058597,700999.437000,"{""t_ms"":54282,""hwm"":256,""cap"":256,""dropped"":164,""dropped_total"":7340,""crc_err"":0,""crc_err_total"":0,""rate1"":437,""rate2"":417,""prod1"":446,""prod2"":421,""sma_state"":0,""m7_us"":54294419,""m4_us"":51725075,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534348.165385,701000.546000,"{""t_ms"":55332,""hwm"":256,""cap"":256,""dropped"":165,""dropped_total"":7505,""crc_err"":0,""crc_err_total"":0,""rate1"":436,""rate2"":417,""prod1"":445,""prod2"":420,""sma_state"":0,""m7_us"":55382800,""m4_us"":52811984,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534349.244420,701001.625000,"{""t_ms"":56391,""hwm"":256,""cap"":256,""dropped"":175,""dropped_total"":7680,""crc_err"":0,""crc_err_total"":0,""rate1"":411,""rate2"":434,""prod1"":417,""prod2"":441,""sma_state"":0,""m7_us"":56480100,""m4_us"":53898883,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534350.339156,701002.718000,"{""t_ms"":57442,""hwm"":256,""cap"":256,""dropped"":231,""dropped_total"":7911,""crc_err"":0,""crc_err_total"":0,""rate1"":390,""rate2"":401,""prod1"":402,""prod2"":401,""sma_state"":6,""m7_us"":57569310,""m4_us"":54979670,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534351.425311,701003.812000,"{""t_ms"":58494,""hwm"":256,""cap"":256,""dropped"":232,""dropped_total"":8143,""crc_err"":0,""crc_err_total"":0,""rate1"":401,""rate2"":389,""prod1"":403,""prod2"":400,""sma_state"":6,""m7_us"":58658669,""m4_us"":56068550,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534352.510272,701004.890000,"{""t_ms"":59545,""hwm"":256,""cap"":256,""dropped"":232,""dropped_total"":8375,""crc_err"":0,""crc_err_total"":0,""rate1"":392,""rate2"":399,""prod1"":399,""prod2"":404,""sma_state"":6,""m7_us"":59748564,""m4_us"":57159456,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783534353.616668,701006.000000,"{""t_ms"":60600,""hwm"":256,""cap"":256,""dropped"":234,""dropped_total"":8609,""crc_err"":0,""crc_err_total"":0,""rate1"":381,""rate2"":406,""prod1"":387,""prod2"":413,""sma_state"":6,""m7_us"":60841221,""m4_us"":58252374,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
